Accession,Release_Date,Species,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT772480,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772481,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772482,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772483,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Dupage county",IL,Homo sapiens,oronasopharynx,2020-06-29
MT772484,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772485,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772486,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: California, San Diego county",CA,Homo sapiens,oronasopharynx,2020-06-30
MT772487,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772488,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772489,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772490,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772491,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772494,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772495,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772496,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772497,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772498,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772499,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772500,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-01
MT772501,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772502,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772503,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772504,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772505,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-01
MT772506,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-01
MT772507,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772509,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772510,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Colorado, Denver county",CO,Homo sapiens,oronasopharynx,2020-06-29
MT772512,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Florida, Palm Beach county",FL,Homo sapiens,oronasopharynx,2020-06-30
MT772514,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772515,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-29
MT772516,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-01
MT772518,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-02
MT772519,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT772520,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772521,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772522,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772523,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Lafayette county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772524,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772525,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772526,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772527,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Winnebago county",IL,Homo sapiens,oronasopharynx,2020-05-20
MT772528,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-21
MT772529,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-21
MT772531,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Winnebago county",IL,Homo sapiens,oronasopharynx,2020-05-21
MT772532,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Rock county",WI,Homo sapiens,oronasopharynx,2020-05-22
MT772533,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-22
MT772534,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Winnebago county",IL,Homo sapiens,oronasopharynx,2020-05-22
MT772535,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-22
MT772536,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Winnebago county",IL,Homo sapiens,oronasopharynx,2020-05-23
MT772537,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-21
MT772538,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-18
MT772539,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-21
MT772541,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,2020-05-20
MT772543,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-14
MT772544,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-05-09
MT772545,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-14
MT772546,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-15
MT772547,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-15
MT772548,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-16
MT772549,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-16
MT772550,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-17
MT772551,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-17
MT772552,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-17
MT772553,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-19
MT772554,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-18
MT772555,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-19
MT772556,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23
MT772557,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-30
MT772558,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Fond du Lac county",WI,Homo sapiens,oronasopharynx,2020-03-31
MT772559,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-31
MT772561,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-04
MT772562,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-04-07
MT772563,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-06
MT772564,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-04-08
MT772565,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-04-09
MT772566,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-04-13
MT772567,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-13
MT772568,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-15
MT772569,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-21
MT772570,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-26
MT772571,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-27
MT772573,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-27
MT772574,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-27
MT772575,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-04-27
MT772577,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-05-01
MT772578,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-05-01
MT772579,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-01
MT772580,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-05-01
MT773133,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-13
MT773134,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-13
MT766907,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Arkansas, Little Rock",AR,Homo sapiens,oronasopharynx,2020-04-01
MT766908,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Arkansas, Little Rock",AR,Homo sapiens,oronasopharynx,2020-04-01
MT772085,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-15
MT772086,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-14
MT772087,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-15
MT772088,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-21
MT772089,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-21
MT772090,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-21
MT772091,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-03-21
MT758193,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Vadodara,,Homo sapiens,,2020-06-05
MT758197,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-06-12
MT758202,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-06-12
MT758203,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,,Homo sapiens,,2020-06-14
MT758213,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-06-12
MT758215,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-06-12
MT758240,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jetpur,,Homo sapiens,,2020-06-12
MT758314,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jetpur,,Homo sapiens,,2020-06-12
MT758346,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-06-12
MT758375,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-06-12
MT758402,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29762,India: Surat,,Homo sapiens,,2020-06-11
MT758421,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-11
MT758436,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-11
MT758439,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-11
MT758471,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-12
MT758683,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-12
MT758701,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Choryasi,,Homo sapiens,,2020-06-13
MT759582,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-13
MT759588,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-13
MT759714,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Surat,,Homo sapiens,,2020-06-13
